ID,title,desc,date,datetime,link,img,media,site,reporter
Opinion: Our Irrational Fear of Sexbots,,"Jan 17, 2019",,https://news.google.com/read/CBMibkFVX3lxTE9IazNGZkdSenFCM1NqN3pYajZCeWg5a2RDbVNQUjM3b3pDb05RUjY3N3pSWmZ0REl4OEFWV2FkZGFQMWtocnpRU0R1Vm43NDFsR1J3Q1A0QVhKM21nLVpNbXNzTXh5MDVLVHhUQ0RB?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNDFNbmxsVjBSbmQzSkZNM05UVFJDb0FSaXNBaWdCTWdhcFZZTE9JUWc=-w200-h112-p-df,Undark Magazine,,By Lux Alptraum
10 Interesting Facts About The Rise Of Sex Robots,,"Jan 29, 2019",,https://news.google.com/read/CBMiiwFBVV95cUxPdURlcWdYUmlreVVLYkI3bXdjM3FwTGJLclZVVF93LWpWSTdwOXpLZ3BmUkJiOVY3NWtBQmwyakF1RHFRdTgwNHkxRWhSZ2pnWHktMzkwNlY0LTBWS0h6VXo0U3BPNzZjOWpISGpOYl9KWXcxWUw1bG9mbGZpWnZGLTZ4R3N6MzB4MmNF?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVFlVlZ1Vms1RmVGbFdWM0JHVFJDakFSaTJBaWdCTWdhdEVwYXVHUWs=-w200-h112-p-df,Listverse,,
The Church's Responsibility in Shaping Techno-Sexual Ethics,,"Jan 22, 2019",,https://news.google.com/read/CBMigwFBVV95cUxQWkY1VlFHZjVld1huTDdGSWhNY0pidWFqMktEMFJmcy1Jcl9QaXFZZlZHT1ctNjBGSGpfVWZLMXdWcEI0NzBmamZUZ0Q3OTlnSG5vRTQyWHpqR0J6MXlKZW90YTdadVpkQWxjQTdMMDc0cDZOM1NiNTFtVFRQMXYta0ktdw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNUpVR0ZGUnpVNVRsRnRkRFI1VFJDM0FSaVRBaWdCTWdrRlVJNkZxbWN0S2dJ=-w200-h112-p-df,Sojourners,,By Preston Byrd
CES 2019: 'Award-winning' sex toy for women withdrawn from show,,"Jan 9, 2019",,https://news.google.com/read/CBMiV0FVX3lxTE5Cak03WDNQNWJ5TWhrZ0I4dmctTnVpa1hJcmNoblprMk1GVTZSSmxMSE1tMDI4MVZuV2pKNUJ1cERwY21OOUd3ODJjWVhMa2FwQUJUNlVOONIBXEFVX3lxTE5WUDh4THpPWXVfQzFmUmdhcTYtcjZMb0tnWERMOXhJanVxYVdSSWZlb1hVMnV2NWJaT0VQQWo2aVRYZEQzLUk2cFEzbHY2a3k1aTduVE1BMlZtYWQ1?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVBVRzVwUm5sNWVtZHBPVEZqVFJDb0FSaXNBaWdCTWdZQlU0WnB5Z1E=-w200-h112-p-df,BBC.com,,By Jen Copestake
Do You Take This Robot … (Published 2019),,"Jan 19, 2019",,https://news.google.com/read/CBMiZ0FVX3lxTE5MaFpPbGJKUjhuRnliN0ZtZW9nZXNSVXpEelBTMHdhUkVrYWJHbFV0TzJKWnpCMm5CcVVLNUhBM085VFhIRlFlQ29iaDJBSWlNbzZqZWt0S25QVGtVNVk5VU95ck5Qc1U?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUpZakpMYkd3MmJtazVUbDlZVFJEOEFSaklBU2dCTWdaRlVJZ1ZMQVU=-w200-h112-p-df,The New York Times,,By Alex Williams
The “sentimental challenge” of sex robots,,"Jan 18, 2019",,https://news.google.com/read/CBMikAFBVV95cUxQSmZNU3E4WGI2dW5DQ2ZzUEt4eTRIZ28xelhjREdqd0FzemY1MXNrM2VYTmgyTVk2a0ZsMXBZSDZFdGNsRWZyZVFKSUJzU2hVLW1KY3QzYlBGN0N6eG1LY1FDVXZGSWsxRVB2UHpaSTJuQjQ3d2hvOWctTGtJWFZidXJTUENQbWxmTkZTVHZDYWo?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVJjRkpOTmtSR1lsVnRkSE5VVFJDNEFSaVJBaWdCTWdZcHBZVE5PUVk=-w200-h112-p-df,edulia Masterclass,,
Sex robots could lead to population crisis as men opt for virtual girlfriends,,"Jan 27, 2019",,https://news.google.com/read/CBMiigFBVV95cUxPOEJmVzU4OWhxUFZnemc3NnAzS2tDOUpLa09mTFlUVjVKamE1QkVycEFTdElOQ0tvOGpCNmR1bUN1aUEtTmQyTzhnei1qb0VnREFaaVk0YnRaNUpBMFM1S2E2QnlpMmNQTENLb3FjcWhneUpYVEVFcThfYUMwSXFNREIyUjdXYmdGLUHSAY8BQVVfeXFMTWM2aEhjTVJvUDMwZ1dFeU1vd084V1VjRTJPXzZIbDlNMjhwdTBxLXY5R1BOOC1kQnRSSWtMT0pmWkJZQzVnRDg2LXdfV1Bpb0Q1V1RiaXczQ1ZrMGtPZ3hFQmZsOHBzX2pOd2RYaFR6dU1YRThHcUVnME1FU1RKM3ZTS3lJRk5vLUFmanM3MlE?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVRXVFkxYnpGbVJ6WkhUazlwVFJDb0FSaXNBaWdCTWdZdElvanpFQXM=-w200-h112-p-df,The Mirror,,By Joshua Nevett
Perspective | Our robotic pleasure tech won a big award. Then they took it away.,,"Jan 17, 2019",,https://news.google.com/read/CBMiswFBVV95cUxQVG16bnFZRTZKTVk4MUY3bWFRUlg2MTJBVTdTbEZ3Y2NDM0hXa045YnM5S1lua3Z3d2pWSnFTZzhITUgySXhyZnA5VURsOVp2aHpXNmE0SUwyUTZLc2ZSN2NKLWZEQWJHOFhkbTU2Tk1ZazFscHVwejVYVzB4NmpnTmIxcDdJVVB0QUJaMjdBbEY1RTVYN0RvYVFOeFZ4MDFxWUlfQWpkbVBONjNGcFljV2x5dw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iJ0NnNW9hVGQwU1hkeFVrbGZiRVJhVFJEQ0FSaURBaWdCTWdPQkl3UQ=-w200-h112-p-df,The Washington Post,,By Lora Haddock
"Robotic dildo barred from top tech showcase, prompting sexism claims",,"Jan 8, 2019",,https://news.google.com/read/CBMingFBVV95cUxQcUdYb08zYjY3T0Q3TDJUbmItNFBvMVdjd053MFpVcXB0T0VwT3pGTno1Qkl6OW5pTVh5dWpjT0kxQms0RWdNLXFpY1BfS1dFNWZCTnJLdmN1R21DWG5ZV1VaQnNpanhNREsyYTg5cG9YTl9iNTBrY01nSVBJYXRzMmxpbjhlVXpIZFBVTlIxaU5PYnVkNk9nTUhneXN1QdIBngFBVV95cUxPOXZGN2EyVUhNd0dsazJPNHVHOWROM2J2eS1xODNsaGZyd3Rldy16dVhST2NFY2cwaEZvS2x2RHBDa0N1eklCT1Iwa3pYNE5CMGdpNjJxUUgxT0haMGhvWVQ2X0E0YUwzeTZjRlVnbXpoSU9GNVROdWdpQWltOWpKZ3FTQUFKRTZTNDlYUG5adk50VFlOZDd3cTNKdlJXdw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXpiRTFKWkVkcWN5MTFWWEJNVFJDakFSaTJBaWdCTWdZeFlvRHg2QUU=-w200-h112-p-df,The Guardian,,By Vivian Ho
People Are Brutally Assaulting Robots. Experts Want to Know Why,,"Jan 20, 2019",,https://news.google.com/read/CBMiW0FVX3lxTE40MVMybl9jSE9OUHNrLW11dXdQRzJaeXVGSEJXM0JZd2M1Si1BV3lKOGd4emlETXBlOHZKQk1BUWxzcEpHOHRWTEJGZ2FzYWVnczAwSXc2OFF1Qms?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNUxVMjVDUkVWbllWQXphV1ZTVFJDM0FSaVRBaWdCTWdtQk1aVGpJdWxNeFFJ=-w200-h112-p-df,Futurism,,By Jon Christian
